ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list,ARO Accession_encoded,Model Name_encoded,ARO Name_encoded,CARD Short Name_encoded,AMR Gene Family_encoded,Drug Class_encoded,Resistance Mechanism_encoded,ARO Category_encoded,drug_class_list_encoded
ARO:3004480,41743,5874,2914,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,WP_041777404.1,NC_008618.1,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement,Bado_rpoB_RIF,,rifamycin antibiotic,2753,745,745,733,512,144,8,-1,36
ARO:3003730,40419,5227,2278,Bifidobacterium bifidum ileS conferring resistance to mupirocin,Bifidobacterium bifidum ileS conferring resistance to mupirocin,ADP36409.1,CP001840.1,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,antibiotic target alteration,Bbif_ileS_MUP,,mupirocin-like antibiotic,2434,746,746,737,372,134,7,-1,21
ARO:3004755,42867,5757,3562,BIL-1,BIL-1,CAA52618.1,X74512.1,BIL Beta-lactamase,cephalosporin,antibiotic inactivation,BIL-1,,cephalosporin,2927,719,719,718,68,55,5,-1,6
ARO:3007859,46649,8897,6074,BIM-1,BIM-1,ANY85569.1,CP016446.1,BIM beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,BIM-1,,carbapenem,5223,720,720,719,69,42,5,-1,5
ARO:3007859,46649,8897,6074,BIM-1,BIM-1,ANY85569.1,CP016446.1,BIM beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,BIM-1,,cephalosporin,5223,720,720,719,69,42,5,-1,6
ARO:3000856,37236,5242,1942,BJP-1,BJP-1,AND91341.1,CP011360.1,BJP beta-lactamase,carbapenem,antibiotic inactivation,BJP-1,,carbapenem,206,721,721,720,70,41,5,-1,5
ARO:3004757,42869,5758,3563,BKC-1,BKC-1,AKD43328.1,KP689347.1,BKC Beta-lactamase,carbapenem,antibiotic inactivation,BKC-1,,carbapenem,2928,722,722,721,71,41,5,-1,5
ARO:3006223,44685,6744,4369,BKC-2,BKC-2,WP_171476787.1,NG_068505.1,BKC Beta-lactamase,carbapenem,antibiotic inactivation,BKC-2,,carbapenem,4143,723,723,722,71,41,5,-1,5
ARO:3000090,36229,1545,1338,Bla1,Bla1,AAR20595.1,AY453161.1,class A Bacillus anthracis Bla beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Bla1,,penicillin beta-lactam,8,747,747,747,383,140,5,-1,29
ARO:3004189,41353,4187,2836,Bla2,Bla2,AAR20596.1,AY453162.1,subclass B1 Bacillus anthracis Bla beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Bla2,,carbapenem,2690,748,748,748,521,51,5,-1,5
ARO:3004189,41353,4187,2836,Bla2,Bla2,AAR20596.1,AY453162.1,subclass B1 Bacillus anthracis Bla beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Bla2,,cephalosporin,2690,748,748,748,521,51,5,-1,6
ARO:3004189,41353,4187,2836,Bla2,Bla2,AAR20596.1,AY453162.1,subclass B1 Bacillus anthracis Bla beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Bla2,,penicillin beta-lactam,2690,748,748,748,521,51,5,-1,29
ARO:3005522,43984,6745,4370,BlaB-1,BlaB-1,WP_029729112.1,NG_048691.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-1,,carbapenem,3442,749,749,749,80,54,5,-1,5
ARO:3005522,43984,6745,4370,BlaB-1,BlaB-1,WP_029729112.1,NG_048691.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-1,,penicillin beta-lactam,3442,749,749,749,80,54,5,-1,29
ARO:3005523,43985,6746,4371,BlaB-10,BlaB-10,WP_063857822.1,NG_048692.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-10,,carbapenem,3443,750,750,750,80,54,5,-1,5
ARO:3005523,43985,6746,4371,BlaB-10,BlaB-10,WP_063857822.1,NG_048692.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-10,,penicillin beta-lactam,3443,750,750,750,80,54,5,-1,29
ARO:3005524,43986,6747,4372,BlaB-11,BlaB-11,WP_063857823.1,NG_048693.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-11,,carbapenem,3444,751,751,751,80,54,5,-1,5
ARO:3005524,43986,6747,4372,BlaB-11,BlaB-11,WP_063857823.1,NG_048693.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-11,,penicillin beta-lactam,3444,751,751,751,80,54,5,-1,29
ARO:3005525,43987,6748,4373,BlaB-12,BlaB-12,WP_063857824.1,NG_048694.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-12,,carbapenem,3445,752,752,752,80,54,5,-1,5
ARO:3005525,43987,6748,4373,BlaB-12,BlaB-12,WP_063857824.1,NG_048694.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-12,,penicillin beta-lactam,3445,752,752,752,80,54,5,-1,29
ARO:3005526,43988,6749,4374,BlaB-13,BlaB-13,WP_063857825.1,NG_048695.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-13,,carbapenem,3446,753,753,753,80,54,5,-1,5
ARO:3005526,43988,6749,4374,BlaB-13,BlaB-13,WP_063857825.1,NG_048695.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-13,,penicillin beta-lactam,3446,753,753,753,80,54,5,-1,29
ARO:3005527,43989,6750,4375,BlaB-14,BlaB-14,WP_034848068.1,NG_048696.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-14,,carbapenem,3447,754,754,754,80,54,5,-1,5
ARO:3005527,43989,6750,4375,BlaB-14,BlaB-14,WP_034848068.1,NG_048696.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-14,,penicillin beta-lactam,3447,754,754,754,80,54,5,-1,29
ARO:3005528,43990,6751,4376,BlaB-15,BlaB-15,WP_140423306.1,NG_065421.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-15,,carbapenem,3448,755,755,755,80,54,5,-1,5
ARO:3005528,43990,6751,4376,BlaB-15,BlaB-15,WP_140423306.1,NG_065421.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-15,,penicillin beta-lactam,3448,755,755,755,80,54,5,-1,29
ARO:3005529,43991,6752,4377,BlaB-16,BlaB-16,WP_086980232.1,NG_067205.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-16,,carbapenem,3449,756,756,756,80,54,5,-1,5
ARO:3005529,43991,6752,4377,BlaB-16,BlaB-16,WP_086980232.1,NG_067205.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-16,,penicillin beta-lactam,3449,756,756,756,80,54,5,-1,29
ARO:3005530,43992,6753,4378,BlaB-17,BlaB-17,WP_021348010.1,NG_067206.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-17,,carbapenem,3450,757,757,757,80,54,5,-1,5
ARO:3005530,43992,6753,4378,BlaB-17,BlaB-17,WP_021348010.1,NG_067206.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-17,,penicillin beta-lactam,3450,757,757,757,80,54,5,-1,29
ARO:3005531,43993,6754,4379,BlaB-18,BlaB-18,WP_078691467.1,NG_067207.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-18,,carbapenem,3451,758,758,758,80,54,5,-1,5
ARO:3005531,43993,6754,4379,BlaB-18,BlaB-18,WP_078691467.1,NG_067207.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-18,,penicillin beta-lactam,3451,758,758,758,80,54,5,-1,29
ARO:3005532,43994,6755,4380,BlaB-19,BlaB-19,WP_019051344.1,NG_067208.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-19,,carbapenem,3452,759,759,759,80,54,5,-1,5
ARO:3005532,43994,6755,4380,BlaB-19,BlaB-19,WP_019051344.1,NG_067208.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-19,,penicillin beta-lactam,3452,759,759,759,80,54,5,-1,29
ARO:3005533,43995,6756,4381,BlaB-2,BlaB-2,WP_063857826.1,NG_048697.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-2,,carbapenem,3453,760,760,760,80,54,5,-1,5
ARO:3005533,43995,6756,4381,BlaB-2,BlaB-2,WP_063857826.1,NG_048697.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-2,,penicillin beta-lactam,3453,760,760,760,80,54,5,-1,29
ARO:3005534,43996,6757,4382,BlaB-20,BlaB-20,WP_101360538.1,NG_067209.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-20,,carbapenem,3454,761,761,761,80,54,5,-1,5
ARO:3005534,43996,6757,4382,BlaB-20,BlaB-20,WP_101360538.1,NG_067209.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-20,,penicillin beta-lactam,3454,761,761,761,80,54,5,-1,29
ARO:3005535,43997,6758,4383,BlaB-22,BlaB-22,WP_068801164.1,NG_067211.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-22,,carbapenem,3455,762,762,762,80,54,5,-1,5
ARO:3005535,43997,6758,4383,BlaB-22,BlaB-22,WP_068801164.1,NG_067211.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-22,,penicillin beta-lactam,3455,762,762,762,80,54,5,-1,29
ARO:3005536,43998,6759,4384,BlaB-23,BlaB-23,WP_069214019.1,NG_067212.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-23,,carbapenem,3456,763,763,763,80,54,5,-1,5
ARO:3005536,43998,6759,4384,BlaB-23,BlaB-23,WP_069214019.1,NG_067212.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-23,,penicillin beta-lactam,3456,763,763,763,80,54,5,-1,29
ARO:3005537,43999,6760,4385,BlaB-24,BlaB-24,WP_078704370.1,NG_067213.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-24,,carbapenem,3457,764,764,764,80,54,5,-1,5
ARO:3005537,43999,6760,4385,BlaB-24,BlaB-24,WP_078704370.1,NG_067213.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-24,,penicillin beta-lactam,3457,764,764,764,80,54,5,-1,29
ARO:3005538,44000,6761,4386,BlaB-25,BlaB-25,WP_078702010.1,NG_067214.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-25,,carbapenem,3458,765,765,765,80,54,5,-1,5
ARO:3005538,44000,6761,4386,BlaB-25,BlaB-25,WP_078702010.1,NG_067214.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-25,,penicillin beta-lactam,3458,765,765,765,80,54,5,-1,29
ARO:3005539,44001,6762,4387,BlaB-26,BlaB-26,WP_065083535.1,NG_067215.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-26,,carbapenem,3459,766,766,766,80,54,5,-1,5
ARO:3005539,44001,6762,4387,BlaB-26,BlaB-26,WP_065083535.1,NG_067215.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-26,,penicillin beta-lactam,3459,766,766,766,80,54,5,-1,29
ARO:3005540,44002,6763,4388,BlaB-27,BlaB-27,WP_078772815.1,NG_067980.2,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-27,,carbapenem,3460,767,767,767,80,54,5,-1,5
ARO:3005540,44002,6763,4388,BlaB-27,BlaB-27,WP_078772815.1,NG_067980.2,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-27,,penicillin beta-lactam,3460,767,767,767,80,54,5,-1,29
ARO:3005541,44003,6764,4389,BlaB-28,BlaB-28,WP_107808007.1,NG_067981.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-28,,carbapenem,3461,768,768,768,80,54,5,-1,5
ARO:3005541,44003,6764,4389,BlaB-28,BlaB-28,WP_107808007.1,NG_067981.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-28,,penicillin beta-lactam,3461,768,768,768,80,54,5,-1,29
ARO:3005542,44004,6765,4390,BlaB-29,BlaB-29,WP_081318900.1,NG_067982.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-29,,carbapenem,3462,769,769,769,80,54,5,-1,5
ARO:3005542,44004,6765,4390,BlaB-29,BlaB-29,WP_081318900.1,NG_067982.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-29,,penicillin beta-lactam,3462,769,769,769,80,54,5,-1,29
ARO:3005543,44005,6766,4391,BlaB-3,BlaB-3,WP_063857827.1,NG_048698.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-3,,carbapenem,3463,770,770,770,80,54,5,-1,5
ARO:3005543,44005,6766,4391,BlaB-3,BlaB-3,WP_063857827.1,NG_048698.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-3,,penicillin beta-lactam,3463,770,770,770,80,54,5,-1,29
ARO:3005544,44006,6767,4392,BlaB-30,BlaB-30,WP_087094142.1,NG_068164.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-30,,carbapenem,3464,771,771,771,80,54,5,-1,5
ARO:3005544,44006,6767,4392,BlaB-30,BlaB-30,WP_087094142.1,NG_068164.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-30,,penicillin beta-lactam,3464,771,771,771,80,54,5,-1,29
ARO:3005545,44007,6768,4393,BlaB-31,BlaB-31,WP_078675249.1,NG_067216.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-31,,carbapenem,3465,772,772,772,80,54,5,-1,5
ARO:3005545,44007,6768,4393,BlaB-31,BlaB-31,WP_078675249.1,NG_067216.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-31,,penicillin beta-lactam,3465,772,772,772,80,54,5,-1,29
ARO:3005546,44008,6769,4394,BlaB-32,BlaB-32,WP_078723747.1,NG_067217.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-32,,carbapenem,3466,773,773,773,80,54,5,-1,5
ARO:3005546,44008,6769,4394,BlaB-32,BlaB-32,WP_078723747.1,NG_067217.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-32,,penicillin beta-lactam,3466,773,773,773,80,54,5,-1,29
ARO:3005547,44009,6770,4395,BlaB-33,BlaB-33,WP_065161001.1,NG_067218.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-33,,carbapenem,3467,774,774,774,80,54,5,-1,5
ARO:3005547,44009,6770,4395,BlaB-33,BlaB-33,WP_065161001.1,NG_067218.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-33,,penicillin beta-lactam,3467,774,774,774,80,54,5,-1,29
ARO:3005548,44010,6771,4396,BlaB-34,BlaB-34,WP_078678782.1,NG_067983.2,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-34,,carbapenem,3468,775,775,775,80,54,5,-1,5
ARO:3005548,44010,6771,4396,BlaB-34,BlaB-34,WP_078678782.1,NG_067983.2,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-34,,penicillin beta-lactam,3468,775,775,775,80,54,5,-1,29
ARO:3005549,44011,6772,4397,BlaB-35,BlaB-35,WP_078793100.1,NG_067219.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-35,,carbapenem,3469,776,776,776,80,54,5,-1,5
ARO:3005549,44011,6772,4397,BlaB-35,BlaB-35,WP_078793100.1,NG_067219.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-35,,penicillin beta-lactam,3469,776,776,776,80,54,5,-1,29
ARO:3005550,44012,6773,4398,BlaB-36,BlaB-36,WP_080889626.1,NG_067984.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-36,,carbapenem,3470,777,777,777,80,54,5,-1,5
ARO:3005550,44012,6773,4398,BlaB-36,BlaB-36,WP_080889626.1,NG_067984.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-36,,penicillin beta-lactam,3470,777,777,777,80,54,5,-1,29
ARO:3005551,44013,6774,4399,BlaB-38,BlaB-38,WP_078795346.1,NG_067220.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-38,,carbapenem,3471,778,778,778,80,54,5,-1,5
ARO:3005551,44013,6774,4399,BlaB-38,BlaB-38,WP_078795346.1,NG_067220.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-38,,penicillin beta-lactam,3471,778,778,778,80,54,5,-1,29
ARO:3005552,44014,6775,4400,BlaB-39,BlaB-39,WP_078778510.1,NG_067985.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-39,,carbapenem,3472,779,779,779,80,54,5,-1,5
ARO:3005552,44014,6775,4400,BlaB-39,BlaB-39,WP_078778510.1,NG_067985.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-39,,penicillin beta-lactam,3472,779,779,779,80,54,5,-1,29
ARO:3005553,44015,6776,4401,BlaB-5,BlaB-5,WP_063857828.1,NG_048699.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-5,,carbapenem,3473,780,780,780,80,54,5,-1,5
ARO:3005553,44015,6776,4401,BlaB-5,BlaB-5,WP_063857828.1,NG_048699.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-5,,penicillin beta-lactam,3473,780,780,780,80,54,5,-1,29
ARO:3005554,44016,6777,4402,BlaB-6,BlaB-6,WP_068791546.1,NG_068504.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-6,,carbapenem,3474,781,781,781,80,54,5,-1,5
ARO:3005554,44016,6777,4402,BlaB-6,BlaB-6,WP_068791546.1,NG_068504.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-6,,penicillin beta-lactam,3474,781,781,781,80,54,5,-1,29
ARO:3005555,44017,6778,4403,BlaB-7,BlaB-7,WP_063857829.1,NG_048701.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-7,,carbapenem,3475,782,782,782,80,54,5,-1,5
ARO:3005555,44017,6778,4403,BlaB-7,BlaB-7,WP_063857829.1,NG_048701.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-7,,penicillin beta-lactam,3475,782,782,782,80,54,5,-1,29
ARO:3005556,44018,6779,4404,BlaB-8,BlaB-8,WP_059324801.1,NG_048702.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-8,,carbapenem,3476,783,783,783,80,54,5,-1,5
ARO:3005556,44018,6779,4404,BlaB-8,BlaB-8,WP_059324801.1,NG_048702.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-8,,penicillin beta-lactam,3476,783,783,783,80,54,5,-1,29
ARO:3005557,44019,6780,4405,BlaB-9,BlaB-9,WP_059154943.1,NG_048703.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-9,,carbapenem,3477,784,784,784,80,54,5,-1,5
ARO:3005557,44019,6780,4405,BlaB-9,BlaB-9,WP_059154943.1,NG_048703.1,BlaB beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,BlaB-9,,penicillin beta-lactam,3477,784,784,784,80,54,5,-1,29
ARO:3007182,45921,8481,5800,blaC,blaC,CCP44842.1,AL123456.3,class A Mycobacterium tuberculosis bla beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,blaC,,cephalosporin,4993,5898,5896,5897,387,67,5,-1,6
ARO:3007182,45921,8481,5800,blaC,blaC,CCP44842.1,AL123456.3,class A Mycobacterium tuberculosis bla beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,blaC,,penicillin beta-lactam,4993,5898,5896,5897,387,67,5,-1,29
ARO:3003562,40169,3317,395,blaF,blaF,AAA19882.1,L25634.1,blaF family beta-lactamase,penicillin beta-lactam,antibiotic inactivation,blaF,,penicillin beta-lactam,2319,5899,5897,5898,378,140,5,-1,29
ARO:3000160,36299,4710,1374,blaI,blaI,ABU39978.1,EF540343.1,BlaZ beta-lactamase,penicillin beta-lactam,antibiotic inactivation,blaI,,penicillin beta-lactam,12,5900,5898,5899,81,140,5,-1,29
ARO:3000217,36356,4663,2063,blaR1,blaR1,ABU39979.1,EF540343.1,BlaZ beta-lactamase,penicillin beta-lactam,antibiotic inactivation,blaR1,,penicillin beta-lactam,42,5901,5899,5900,81,140,5,-1,29
ARO:3005111,43326,6151,3839,blaS1,blaS1,AAP97895.1,AY332268.1,blaS,cephalosporin;penicillin beta-lactam,antibiotic inactivation,blaS1,,cephalosporin,3132,5902,5900,5901,379,67,5,-1,6
ARO:3005111,43326,6151,3839,blaS1,blaS1,AAP97895.1,AY332268.1,blaS,cephalosporin;penicillin beta-lactam,antibiotic inactivation,blaS1,,penicillin beta-lactam,3132,5902,5900,5901,379,67,5,-1,29
ARO:3005036,43234,6084,3789,BLMT,BLMT,BAF34030.1,AB255435.1,Bleomycin resistant protein,glycopeptide antibiotic,antibiotic inactivation,BLMT,,glycopeptide antibiotic,3076,724,724,723,82,101,5,-1,14
ARO:3003006,39440,710,1975,blt,blt,AAC36944.1,L32599.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,blt,,disinfecting agents and antiseptics,2027,5903,5901,5902,474,75,0,-1,10
ARO:3003006,39440,710,1975,blt,blt,AAC36944.1,L32599.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,blt,,fluoroquinolone antibiotic,2027,5903,5901,5902,474,75,0,-1,12
ARO:3008081,46873,10326,7499,BMHC-1,BMHC-1,UZX27393.1,CP110126.1,BMHC beta-lactamase,carbapenem,antibiotic inactivation,BMHC-1,,carbapenem,5423,725,725,724,72,41,5,-1,5
ARO:3003007,39441,86,1256,bmr,bmr,AAA22277.1,M33768.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;nucleoside antibiotic;phenicol antibiotic,antibiotic efflux,bmr,,disinfecting agents and antiseptics,2028,5904,5902,5903,474,78,0,-1,10
ARO:3003007,39441,86,1256,bmr,bmr,AAA22277.1,M33768.1,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;nucleoside antibiotic;phenicol antibiotic,antibiotic efflux,bmr,,fluoroquinolone antibiotic,2028,5904,5902,5903,474,78,0,-1,12
