ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list
ARO:3002815,39249,5410,127,clbB,clbB,BAH45481.1,AP008955.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,,lincosamide antibiotic
ARO:3002815,39249,5410,127,clbB,clbB,BAH45481.1,AP008955.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,,oxazolidinone antibiotic
ARO:3002815,39249,5410,127,clbB,clbB,BAH45481.1,AP008955.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,,phenicol antibiotic
ARO:3002815,39249,5410,127,clbB,clbB,BAH45481.1,AP008955.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,,pleuromutilin antibiotic
ARO:3002815,39249,5410,127,clbB,clbB,BAH45481.1,AP008955.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,,streptogramin A antibiotic
ARO:3002815,39249,5410,127,clbB,clbB,BAH45481.1,AP008955.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbB,,streptogramin antibiotic
ARO:3002816,39250,4249,1642,clbC,clbC,BAD63613.1,AP006627.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,,lincosamide antibiotic
ARO:3002816,39250,4249,1642,clbC,clbC,BAD63613.1,AP006627.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,,oxazolidinone antibiotic
ARO:3002816,39250,4249,1642,clbC,clbC,BAD63613.1,AP006627.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,,phenicol antibiotic
ARO:3002816,39250,4249,1642,clbC,clbC,BAD63613.1,AP006627.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,,pleuromutilin antibiotic
ARO:3002816,39250,4249,1642,clbC,clbC,BAD63613.1,AP006627.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,,streptogramin A antibiotic
ARO:3002816,39250,4249,1642,clbC,clbC,BAD63613.1,AP006627.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic,antibiotic target alteration,clbC,,streptogramin antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,lincosamide antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,oxazolidinone antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,phenicol antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,pleuromutilin antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,streptogramin A antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,streptogramin B antibiotic
ARO:3004599,42532,5192,3300,clcD,clcD,AIX48090.1,KM359438.1,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,clcD,,streptogramin antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,glycopeptide antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,lincosamide antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,macrolide antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,phenicol antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,pleuromutilin antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,streptogramin A antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,streptogramin B antibiotic
ARO:3004654,42686,5518,3353,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin,nan,NR_076234.1,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Cdif_23S_MULT,,streptogramin antibiotic
ARO:3003995,40901,5529,2550,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,CAJ66820.1,AM180355.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Cdif_gyrA_FLO,,fluoroquinolone antibiotic
ARO:3003995,40901,5529,2550,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,Clostridioides difficile gyrA conferring resistance to fluoroquinolones,CAJ66820.1,AM180355.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Cdif_gyrA_FLO,,nybomycin-like antibiotic
ARO:3004562,42469,5316,3268,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,ADK13120.1,CP001666.1,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Cdif_gyrB_FLO,,aminocoumarin antibiotic
ARO:3004562,42469,5316,3268,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,ADK13120.1,CP001666.1,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Cdif_gyrB_FLO,,fluoroquinolone antibiotic
ARO:3004561,42467,5317,3267,Clostridioides difficile murG with mutation conferring resistance to vancomycin,Clostridioides difficile murG with mutation conferring resistance to vancomycin,AAK80188.1,AE001437.1,murG transferase,glycopeptide antibiotic,antibiotic target alteration,Cdif_murG_VAN,,glycopeptide antibiotic
ARO:3007671,46451,8724,6003,Clostridioides difficile nimB,Clostridioides difficile nimB,CBE03766.1,FN545816.1,nitroimidazole reductase,nitroimidazole antibiotic,antibiotic inactivation,CdnimB,,nitroimidazole antibiotic
ARO:3004563,42470,5315,3269,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,ADK17136.1,CP001666.1,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement,Cdif_rpoB_RIF,,peptide antibiotic
ARO:3004563,42470,5315,3269,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,Clostridioides difficile rpoB with mutation conferring resistance to rifampicin,ADK17136.1,CP001666.1,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement,Cdif_rpoB_RIF,,rifamycin antibiotic
ARO:3004681,42730,5565,3380,Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,Clostridioides difficile rpoC with mutation conferring resistance to vancomycin,AJP09758.1,CP010905.2,vancomycin-resistant beta prime subunit of RNA polymerase (rpoC),glycopeptide antibiotic,antibiotic target alteration,Cdif_rpoC_VAN,,glycopeptide antibiotic
ARO:3003773,40447,4635,2282,Clostridium perfringens mprF,Clostridium perfringens mprF,ABG86067.1,CP000312.1,defensin resistant mprF,peptide antibiotic,antibiotic target alteration,Cper_mprF,,peptide antibiotic
ARO:3000783,37163,431,1181,cmeA,cmeA,ABS43901.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeA,,cephalosporin
ARO:3000783,37163,431,1181,cmeA,cmeA,ABS43901.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeA,,fluoroquinolone antibiotic
ARO:3000783,37163,431,1181,cmeA,cmeA,ABS43901.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeA,,fusidane antibiotic
ARO:3000783,37163,431,1181,cmeA,cmeA,ABS43901.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeA,,macrolide antibiotic
ARO:3000784,37164,166,748,cmeB,cmeB,ABS43151.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeB,,cephalosporin
ARO:3000784,37164,166,748,cmeB,cmeB,ABS43151.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeB,,fluoroquinolone antibiotic
ARO:3000784,37164,166,748,cmeB,cmeB,ABS43151.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeB,,fusidane antibiotic
ARO:3000784,37164,166,748,cmeB,cmeB,ABS43151.1,CP000768.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeB,,macrolide antibiotic
ARO:3000785,37165,492,798,cmeC,cmeC,BAO79432.1,AB894099.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeC,,cephalosporin
ARO:3000785,37165,492,798,cmeC,cmeC,BAO79432.1,AB894099.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeC,,fluoroquinolone antibiotic
ARO:3000785,37165,492,798,cmeC,cmeC,BAO79432.1,AB894099.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeC,,fusidane antibiotic
ARO:3000785,37165,492,798,cmeC,cmeC,BAO79432.1,AB894099.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeC,,macrolide antibiotic
ARO:3000526,36665,5477,1232,cmeR,cmeR,CAL34518.1,AL111168.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeR,,cephalosporin
ARO:3000526,36665,5477,1232,cmeR,cmeR,CAL34518.1,AL111168.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic,antibiotic efflux,cmeR,,fluoroquinolone antibiotic
